Site,Date,Turbidity(NTU) at 12AM,Turbidity(NTU) at 4AM,Turbidity(NTU) at 8AM,Turbidity(NTU) at 12PM,Turbidity(NTU) at 4PM,Turbidity(NTU) at 8PM,Average 24hrTurbidity(NTU),"Coliform, Fecal(fc/100mL)"
DEL18DT,2015-05-10T00:00:00,,1.00,0.95,0.95,1.00,1.00,0.98,<1
DEL18DT,2015-05-11T00:00:00,1.00,1.10,0.95,1.00,1.10,1.10,1.04,<1
DEL18DT,2015-05-12T00:00:00,1.10,1.10,1.10,0.90,0.95,1.10,1.04,1
DEL18DT,2015-05-13T00:00:00,0.90,1.10,0.95,0.90,1.00,0.95,0.97,1
DEL18DT,2015-05-14T00:00:00,1.10,1.00,1.00,0.95,0.95,0.95,0.99,<1
DEL18DT,2015-05-15T00:00:00,1.00,1.00,1.00,0.90,0.95,1.00,0.98,<1
DEL18DT,2015-05-16T00:00:00,1.10,1.00,1.00,0.75,0.85,0.95,0.94,<1
DEL18DT,2015-05-17T00:00:00,0.90,0.90,0.85,0.80,0.85,0.85,0.86,2
DEL18DT,2015-05-18T00:00:00,0.90,0.80,0.85,1.00,0.95,1.00,0.92,<1
DEL18DT,2015-05-19T00:00:00,0.95,1.00,1.00,0.90,0.85,0.80,0.92,2
DEL18DT,2015-05-20T00:00:00,1.00,0.85,0.95,1.00,1.00,0.85,0.94,3
DEL18DT,2015-05-21T00:00:00,1.00,0.90,1.00,0.90,0.95,1.00,0.96,1
DEL18DT,2015-05-22T00:00:00,1.00,0.90,0.95,0.90,1.00,1.00,0.96,1
DEL18DT,2015-05-23T00:00:00,0.85,1.00,0.90,1.10,0.95,1.00,0.97,<1
DEL18DT,2015-05-24T00:00:00,0.90,1.00,0.90,1.00,0.95,1.00,0.96,1
DEL18DT,2015-05-25T00:00:00,0.90,0.95,1.00,0.75,0.80,0.90,0.88,<1
DEL18DT,2015-05-26T00:00:00,0.95,0.80,0.85,0.95,0.95,0.90,0.90,<1
DEL18DT,2015-05-27T00:00:00,0.80,0.95,0.95,1.10,0.95,0.90,0.94,<1
DEL18DT,2015-05-28T00:00:00,0.90,0.95,0.90,1.00,0.95,1.00,0.95,2
DEL18DT,2015-05-29T00:00:00,0.85,0.95,1.00,0.95,0.90,0.95,0.93,2
DEL18DT,2015-05-30T00:00:00,0.95,0.95,0.95,0.85,0.85,0.85,0.90,<1
DEL18DT,2015-05-31T00:00:00,0.95,0.85,0.85,0.80,0.85,0.85,0.86,<1
DEL18DT,2015-06-01T00:00:00,0.80,0.75,0.80,0.90,0.90,0.85,0.83,7
DEL18DT,2015-06-02T00:00:00,0.90,0.90,0.90,0.85,0.95,0.95,0.91,4
DEL18DT,2015-06-03T00:00:00,0.95,0.95,0.90,0.70,0.75,0.75,0.83,3
DEL18DT,2015-06-04T00:00:00,0.85,0.85,0.85,0.80,0.85,0.85,0.84,3
DEL18DT,2015-06-05T00:00:00,0.80,0.90,0.85,0.85,0.85,0.80,0.84,8
DEL18DT,2015-06-06T00:00:00,0.80,0.85,0.85,0.90,0.75,0.80,0.83,1
DEL18DT,2015-06-07T00:00:00,0.80,0.80,0.80,0.80,0.90,0.95,0.84,2
DEL18DT,2015-06-08T00:00:00,1.00,1.00,1.00,0.85,0.85,0.75,0.91,1
DEL18DT,2015-06-09T00:00:00,0.90,0.80,0.95,0.80,0.80,0.90,0.86,<1
DEL18DT,2015-06-10T00:00:00,0.80,0.90,0.80,0.95,1.00,0.90,0.89,1
DEL18DT,2015-06-11T00:00:00,0.95,1.00,1.00,1.00,0.85,1.00,0.97,<1
DEL18DT,2015-06-12T00:00:00,0.95,0.90,0.90,0.90,0.95,0.95,0.93,4
DEL18DT,2015-06-13T00:00:00,0.95,0.95,0.85,0.75,0.75,0.75,0.83,1
DEL18DT,2015-06-14T00:00:00,0.80,0.85,0.85,0.85,0.75,0.85,0.83,<1
DEL18DT,2015-06-15T00:00:00,0.85,0.85,0.90,1.00,0.85,0.90,0.89,10
DEL18DT,2015-06-16T00:00:00,0.90,0.95,1.00,0.85,0.90,0.90,0.92,<1
DEL18DT,2015-06-17T00:00:00,0.90,0.95,0.90,0.90,1.00,1.00,0.94,3
DEL18DT,2015-06-18T00:00:00,1.00,1.00,0.95,1.00,0.90,1.10,0.99,<1
DEL18DT,2015-06-19T00:00:00,1.00,1.00,0.95,1.00,0.90,1.00,0.98,2
DEL18DT,2015-06-20T00:00:00,0.95,0.95,0.95,0.75,0.80,0.85,0.88,3
DEL18DT,2015-06-21T00:00:00,0.85,0.80,0.85,1.00,1.00,1.00,0.92,2
DEL18DT,2015-06-22T00:00:00,0.95,1.00,1.00,1.00,0.85,0.85,0.94,<1
DEL18DT,2015-06-23T00:00:00,0.85,0.85,0.90,0.95,1.00,1.00,0.93,<1
DEL18DT,2015-06-24T00:00:00,0.95,0.90,0.90,1.00,0.95,0.95,0.94,<1
DEL18DT,2015-06-25T00:00:00,0.90,1.00,1.00,0.85,0.85,0.95,0.93,1
DEL18DT,2015-06-26T00:00:00,0.95,0.90,0.80,0.75,0.85,0.95,0.87,<1
DEL18DT,2015-06-27T00:00:00,0.95,0.85,0.85,0.70,0.70,0.70,0.79,2
DEL18DT,2015-06-28T00:00:00,0.70,0.65,0.70,0.65,0.70,0.70,0.68,<1
DEL18DT,2015-06-29T00:00:00,0.75,0.85,0.85,1.10,0.80,0.95,0.88,1
DEL18DT,2015-06-30T00:00:00,0.90,1.00,0.85,0.90,0.90,0.90,0.91,1
DEL18DT,2015-07-06T00:00:00,0.75,0.70,0.75,0.65,0.70,0.80,0.73,<1
DEL18DT,2015-07-07T00:00:00,0.70,0.85,0.80,0.70,0.70,0.70,0.74,1
DEL18DT,2015-07-09T00:00:00,0.80,0.65,0.70,,,,0.72,
DEL18DT,2015-06-14T00:00:00,,0.85,0.85,0.85,0.75,0.85,0.83,<1
DEL18DT,2015-06-15T00:00:00,0.85,0.85,0.90,1.00,0.85,0.90,0.89,10
DEL18DT,2015-06-16T00:00:00,0.90,0.95,1.00,0.85,0.90,0.90,0.92,<1
DEL18DT,2015-06-17T00:00:00,0.90,0.95,0.90,0.90,1.00,1.00,0.94,3
DEL18DT,2015-06-18T00:00:00,1.00,1.00,0.95,1.00,0.90,1.10,0.99,<1
DEL18DT,2015-06-19T00:00:00,1.00,1.00,0.95,1.00,0.90,1.00,0.98,2
DEL18DT,2015-06-20T00:00:00,0.95,0.95,0.95,0.75,0.80,0.85,0.88,3
DEL18DT,2015-06-21T00:00:00,0.85,0.80,0.85,1.00,1.00,1.00,0.92,2
DEL18DT,2015-06-22T00:00:00,0.95,1.00,1.00,1.00,0.85,0.85,0.94,<1
DEL18DT,2015-06-23T00:00:00,0.85,0.85,0.90,0.95,1.00,1.00,0.93,<1
DEL18DT,2015-06-24T00:00:00,0.95,0.90,0.90,1.00,0.95,0.95,0.94,<1
DEL18DT,2015-06-25T00:00:00,0.90,1.00,1.00,0.85,0.85,0.95,0.93,1
DEL18DT,2015-06-26T00:00:00,0.95,0.90,0.80,0.75,0.85,0.95,0.87,<1
DEL18DT,2015-06-27T00:00:00,0.95,0.85,0.85,0.70,0.70,0.70,0.79,2
DEL18DT,2015-06-28T00:00:00,0.70,0.65,0.70,0.65,0.70,0.70,0.68,<1
DEL18DT,2015-06-29T00:00:00,0.75,0.85,0.85,1.10,0.80,0.95,0.88,1
DEL18DT,2015-06-30T00:00:00,0.90,1.00,0.85,0.90,0.90,0.90,0.91,1
DEL18DT,2015-07-01T00:00:00,0.95,0.85,0.90,0.75,0.75,0.85,0.84,2
DEL18DT,2015-07-02T00:00:00,0.75,0.80,0.75,0.85,0.65,0.75,0.76,1
DEL18DT,2015-07-03T00:00:00,0.70,0.75,0.75,0.70,0.75,0.75,0.73,<1
DEL18DT,2015-07-04T00:00:00,0.85,0.75,0.75,0.60,0.60,0.70,0.71,1
DEL18DT,2015-07-05T00:00:00,0.65,0.65,0.70,0.70,0.70,0.70,0.68,<1
DEL18DT,2015-07-08T00:00:00,0.75,0.75,0.75,0.65,1.20,0.70,0.80,<1
DEL18DT,2015-07-10T00:00:00,0.65,0.70,0.65,0.60,0.70,0.70,0.67,1
DEL18DT,2015-07-12T00:00:00,0.60,0.60,0.60,0.65,0.70,0.65,0.63,4
DEL18DT,2015-07-14T00:00:00,0.65,0.65,0.65,0.70,0.65,0.65,0.66,<1
DEL18DT,2015-07-15T00:00:00,0.55,0.60,0.60,0.80,0.50,0.55,0.60,1
DEL18DT,2015-07-16T00:00:00,0.50,0.65,0.55,0.70,0.65,0.60,0.61,<1
DEL18DT,2015-07-21T00:00:00,0.60,0.55,0.55,0.45,0.55,0.55,0.54,<1
DEL18DT,2015-07-22T00:00:00,0.55,0.55,0.50,0.55,0.60,0.60,0.56,<1
DEL18DT,2015-07-25T00:00:00,0.60,0.55,0.50,0.40,0.50,0.45,0.50,2
DEL18DT,2015-07-26T00:00:00,0.45,0.45,0.45,0.50,0.45,0.50,0.47,<1
DEL18DT,2015-07-28T00:00:00,0.55,0.55,0.55,0.70,0.60,0.65,0.60,<1
DEL18DT,2015-07-30T00:00:00,0.60,0.55,0.70,0.60,0.55,0.65,0.61,1
DEL18DT,2015-07-11T00:00:00,,0.65,0.70,0.55,0.55,0.55,0.60,1
DEL18DT,2015-07-13T00:00:00,0.60,0.70,0.65,0.70,0.65,0.65,0.66,<1
DEL18DT,2015-07-17T00:00:00,0.65,0.65,0.65,0.60,0.70,0.60,0.64,1
DEL18DT,2015-07-18T00:00:00,0.65,0.60,0.60,0.65,0.60,0.60,0.62,<1
DEL18DT,2015-07-19T00:00:00,0.55,0.55,0.55,0.75,0.60,0.50,0.58,<1
DEL18DT,2015-07-20T00:00:00,0.45,0.50,0.65,0.60,0.55,0.60,0.56,<1
DEL18DT,2015-07-23T00:00:00,0.60,0.65,0.65,0.55,0.95,0.55,0.66,<1
DEL18DT,2015-07-24T00:00:00,0.55,0.55,0.50,0.50,0.55,0.55,0.53,<1
DEL18DT,2015-07-27T00:00:00,0.55,0.50,0.55,0.55,0.55,0.55,0.54,<1
DEL18DT,2015-07-31T00:00:00,0.65,0.60,0.65,0.60,0.65,0.65,0.63,2
DEL18DT,2015-08-01T00:00:00,0.65,0.55,0.60,0.55,0.55,0.55,0.58,<1
DEL18DT,2015-08-02T00:00:00,0.60,0.70,0.75,0.75,0.80,0.80,0.73,3
DEL18DT,2015-08-03T00:00:00,0.75,0.70,0.70,0.90,0.80,0.90,0.79,1
DEL18DT,2015-08-04T00:00:00,0.90,0.75,0.85,0.70,0.75,0.70,0.78,<1
DEL18DT,2015-08-05T00:00:00,0.75,0.85,0.80,0.80,0.70,0.85,0.79,1
DEL18DT,2015-08-06T00:00:00,0.85,0.85,0.85,0.80,0.65,0.80,0.80,1
DEL18DT,2015-08-07T00:00:00,0.75,0.80,0.75,0.60,0.65,0.75,0.72,<1
DEL18DT,2015-08-08T00:00:00,0.60,0.85,0.60,0.45,0.50,0.55,0.59,<1
DEL18DT,2015-08-09T00:00:00,0.55,0.50,0.50,0.50,0.55,0.55,0.53,<1
DEL18DT,2015-08-10T00:00:00,0.60,0.55,0.55,0.60,0.75,0.70,0.63,<1
DEL18DT,2015-08-11T00:00:00,0.60,0.75,0.75,0.65,0.60,0.65,0.67,<1
DEL18DT,2015-08-12T00:00:00,0.65,0.75,0.65,0.70,0.60,0.95,0.72,<1
DEL18DT,2015-08-13T00:00:00,0.70,0.60,0.70,0.90,0.70,0.55,0.69,<1
DEL18DT,2015-08-14T00:00:00,0.85,0.65,0.60,0.55,0.55,0.60,0.63,<1
DEL18DT,2015-08-15T00:00:00,0.60,0.55,0.55,0.50,0.60,0.55,0.56,<1
DEL18DT,2015-08-16T00:00:00,0.55,0.50,0.60,0.50,0.50,0.50,0.53,<1
DEL18DT,2015-08-17T00:00:00,0.65,0.55,0.75,0.65,0.65,0.75,0.67,1
DEL18DT,2015-08-18T00:00:00,0.70,0.70,0.70,0.60,0.55,0.60,0.64,<1
DEL18DT,2015-08-19T00:00:00,0.55,0.60,0.65,0.60,0.60,0.65,0.61,<1
DEL18DT,2015-08-20T00:00:00,0.70,0.60,0.60,0.60,0.70,0.75,0.66,<1
DEL18DT,2015-08-21T00:00:00,0.65,0.70,0.65,0.75,0.80,0.75,0.72,<1
DEL18DT,2015-08-22T00:00:00,0.80,0.80,0.75,0.55,0.60,0.60,0.68,<1
DEL18DT,2015-08-23T00:00:00,0.65,0.60,0.65,0.80,0.85,0.85,0.73,<1
DEL18DT,2015-08-24T00:00:00,0.75,0.85,0.75,0.80,0.75,0.75,0.78,<1
DEL18DT,2015-08-25T00:00:00,0.85,0.85,0.75,0.60,0.85,0.70,0.77,1
DEL18DT,2015-08-26T00:00:00,0.70,0.80,0.80,0.65,0.70,0.75,0.73,<1
DEL18DT,2015-08-27T00:00:00,0.70,0.70,0.75,0.65,0.80,0.80,0.73,1
DEL18DT,2015-08-28T00:00:00,0.70,0.65,0.65,0.70,0.75,0.80,0.71,<1
DEL18DT,2015-08-29T00:00:00,0.80,0.75,0.70,0.85,0.65,0.70,0.74,1
DEL18DT,2015-08-30T00:00:00,0.70,0.65,0.65,0.85,0.80,0.80,0.74,<1
DEL18DT,2015-08-31T00:00:00,0.80,0.80,0.80,0.60,0.65,0.70,0.73,<1
DEL18DT,2015-09-01T00:00:00,0.65,0.60,0.70,0.85,0.80,0.75,0.73,<1
DEL18DT,2015-09-02T00:00:00,0.80,0.85,0.85,0.80,0.85,0.85,0.83,<1
DEL18DT,2015-09-03T00:00:00,0.65,0.65,0.80,0.70,0.75,0.75,0.72,1
DEL18DT,2015-09-04T00:00:00,0.70,0.65,0.85,0.70,0.65,0.60,0.69,<1
DEL18DT,2015-09-05T00:00:00,0.65,0.70,0.65,0.75,0.75,0.70,0.70,1
DEL18DT,2015-09-06T00:00:00,0.80,0.75,0.70,0.65,0.85,0.80,0.76,<1
DEL18DT,2015-09-07T00:00:00,0.70,0.80,0.75,0.70,0.75,0.80,0.75,<1
DEL18DT,2015-09-08T00:00:00,0.75,0.75,0.70,0.65,0.75,0.80,0.73,<1
DEL18DT,2015-09-09T00:00:00,0.80,0.75,0.60,,,,0.72,
DEL18DT,2015-09-10T00:00:00,0.65,0.65,0.65,0.75,0.70,0.70,0.68,<1
DEL18DT,2015-09-11T00:00:00,0.75,0.80,0.75,0.70,0.75,0.70,0.74,3
DEL18DT,2015-09-12T00:00:00,0.75,0.70,0.70,0.65,0.70,0.65,0.69,1
DEL18DT,2015-09-13T00:00:00,0.60,0.60,0.65,0.75,0.85,0.80,0.71,3
DEL18DT,2015-09-14T00:00:00,0.80,0.80,0.75,0.60,0.65,0.70,0.72,<1
DEL18DT,2015-09-15T00:00:00,0.75,0.70,0.60,0.60,0.65,0.70,0.67,2
DEL18DT,2015-09-16T00:00:00,0.70,0.70,0.65,0.65,0.65,0.65,0.67,<1
DEL18DT,2015-09-17T00:00:00,0.65,0.65,0.65,0.70,0.65,0.75,0.68,<1
DEL18DT,2015-09-18T00:00:00,0.75,0.75,0.80,0.70,0.70,0.80,0.75,2
DEL18DT,2015-09-19T00:00:00,0.70,0.75,0.75,0.55,0.60,0.65,0.67,1
DEL18DT,2015-09-20T00:00:00,0.65,0.65,0.60,0.65,0.65,0.65,0.64,1
DEL18DT,2015-09-21T00:00:00,0.65,0.60,0.70,0.60,0.55,0.55,0.61,<1
DEL18DT,2015-09-22T00:00:00,0.60,0.60,0.65,0.70,0.70,0.75,0.67,1
DEL18DT,2015-09-23T00:00:00,0.70,0.70,0.70,0.65,0.60,0.65,0.67,<1
DEL18DT,2015-09-24T00:00:00,0.65,0.70,0.75,0.60,0.70,0.65,0.68,<1
DEL18DT,2015-09-25T00:00:00,0.60,0.70,0.75,0.65,0.60,0.60,0.65,1
DEL18DT,2015-09-26T00:00:00,0.65,0.65,0.60,0.55,0.50,0.50,0.58,1
DEL18DT,2015-09-27T00:00:00,0.50,0.55,0.55,0.65,0.65,0.60,0.58,<1
DEL18DT,2015-09-28T00:00:00,0.90,0.70,0.75,0.75,0.75,0.75,0.77,<1
DEL18DT,2015-09-29T00:00:00,0.75,0.75,0.80,0.75,0.60,0.70,0.73,2
DEL18DT,2015-09-30T00:00:00,0.60,0.75,0.70,0.60,0.60,0.60,0.64,3
DEL18DT,2015-10-01T00:00:00,0.65,0.60,0.60,0.60,0.60,0.65,0.62,9
DEL18DT,2015-10-02T00:00:00,0.55,0.60,0.60,0.60,0.55,0.55,0.58,<1
DEL18DT,2015-10-03T00:00:00,0.50,0.65,0.65,0.50,0.55,0.45,0.55,1
DEL18DT,2015-10-04T00:00:00,0.50,0.50,0.55,0.65,0.60,0.65,0.58,<1
DEL18DT,2015-10-05T00:00:00,0.65,0.60,0.60,0.60,0.55,0.60,0.60,<1
DEL18DT,2015-10-06T00:00:00,0.60,0.60,0.70,0.65,0.70,0.65,0.65,2
DEL18DT,2015-10-07T00:00:00,0.65,0.60,0.65,0.65,0.75,0.60,0.65,1
DEL18DT,2015-10-08T00:00:00,0.75,0.75,0.65,0.70,0.65,0.60,0.68,1
DEL18DT,2015-10-09T00:00:00,0.65,0.65,0.65,0.60,0.60,0.60,0.63,3
DEL18DT,2015-10-10T00:00:00,0.75,0.75,0.75,0.70,0.65,0.65,0.71,<1
DEL18DT,2015-10-11T00:00:00,0.70,0.75,0.80,0.65,0.75,0.75,0.73,<1
DEL18DT,2015-10-12T00:00:00,0.60,0.65,0.70,0.75,0.70,0.85,0.71,1
DEL18DT,2015-10-13T00:00:00,0.75,0.70,0.85,0.75,0.75,0.65,0.74,1
DEL18DT,2015-10-14T00:00:00,0.70,0.65,0.95,0.85,0.75,0.80,0.78,1
DEL18DT,2015-10-15T00:00:00,0.80,0.75,0.80,0.70,0.75,0.75,0.76,1
DEL18DT,2015-10-16T00:00:00,0.75,0.75,0.70,0.60,0.70,0.70,0.70,<1
DEL18DT,2015-10-17T00:00:00,0.65,0.70,0.65,0.60,0.60,0.60,0.63,3
DEL18DT,2015-10-18T00:00:00,0.60,0.55,0.60,0.55,0.55,0.60,0.58,3
DEL18DT,2015-10-19T00:00:00,0.55,0.65,0.60,0.55,0.60,0.55,0.58,1
DEL18DT,2015-10-20T00:00:00,0.60,0.55,0.65,0.60,0.65,0.60,0.61,1
DEL18DT,2015-10-21T00:00:00,0.60,0.65,0.65,0.65,0.70,0.65,0.65,<1
DEL18DT,2015-10-22T00:00:00,0.65,0.60,0.70,0.65,0.75,0.70,0.68,1
DEL18DT,2015-10-23T00:00:00,0.60,0.70,0.70,0.60,0.65,0.75,0.67,1
DEL18DT,2015-10-24T00:00:00,0.70,0.60,0.70,0.60,0.60,0.70,0.65,<1
DEL18DT,2015-10-25T00:00:00,0.60,0.60,0.60,0.60,0.70,0.70,0.63,<1
DEL18DT,2015-10-26T00:00:00,0.65,0.70,0.70,0.60,0.55,0.65,0.64,<1
DEL18DT,2015-10-27T00:00:00,0.65,0.70,0.60,0.65,0.60,0.65,0.64,1
DEL18DT,2015-10-28T00:00:00,0.55,0.55,0.65,0.80,0.90,0.85,0.72,<1
DEL18DT,2015-10-29T00:00:00,0.90,0.85,0.90,0.65,0.75,0.75,0.80,1
DEL18DT,2015-10-30T00:00:00,0.75,0.75,0.85,0.80,0.85,0.85,0.81,4
DEL18DT,2015-10-31T00:00:00,0.70,0.75,0.75,0.75,0.70,0.80,0.74,2
DEL18DT,2015-11-01T00:00:00,0.75,0.75,0.70,0.70,0.80,0.80,0.75,1
DEL18DT,2015-11-02T00:00:00,0.75,0.75,0.80,0.75,0.80,0.90,0.79,3
DEL18DT,2015-11-03T00:00:00,0.85,0.85,0.85,1.00,0.85,1.00,0.90,1
DEL18DT,2015-11-04T00:00:00,0.95,0.95,0.80,0.80,0.75,0.85,0.85,3
DEL18DT,2015-11-05T00:00:00,0.85,0.80,0.80,0.70,0.80,0.85,0.80,<1
DEL18DT,2015-11-06T00:00:00,0.80,0.80,0.85,0.75,0.90,0.85,0.83,1
DEL18DT,2015-11-07T00:00:00,0.75,0.75,0.80,0.70,0.70,0.70,0.73,1
DEL18DT,2015-11-08T00:00:00,0.70,0.70,0.70,0.85,0.80,0.70,0.74,1
DEL18DT,2015-11-09T00:00:00,0.75,0.70,0.75,0.80,0.75,0.75,0.75,1
DEL18DT,2015-11-10T00:00:00,0.65,0.75,0.75,0.85,0.80,0.85,0.78,1
DEL18DT,2015-11-11T00:00:00,0.85,0.85,0.80,0.80,0.80,0.85,0.83,<1
DEL18DT,2015-11-12T00:00:00,0.75,0.75,0.80,0.75,0.70,0.75,0.75,<1
DEL18DT,2015-11-13T00:00:00,1.00,1.00,1.00,0.90,0.80,0.80,0.92,2
DEL18DT,2015-11-14T00:00:00,0.80,0.85,0.75,0.65,0.70,0.70,0.74,<1
DEL18DT,2015-11-15T00:00:00,0.70,0.70,0.70,0.85,0.90,0.85,0.78,1
DEL18DT,2015-11-16T00:00:00,0.85,0.80,0.80,0.75,0.85,0.75,0.80,1
DEL18DT,2015-11-17T00:00:00,0.80,0.75,0.75,0.65,0.65,0.75,0.73,3
DEL18DT,2015-11-18T00:00:00,0.65,0.70,0.75,0.80,0.85,0.85,0.77,<1
DEL18DT,2015-11-19T00:00:00,0.90,0.85,0.80,0.95,0.80,0.85,0.86,1
DEL18DT,2015-11-20T00:00:00,0.90,0.95,,0.85,0.80,0.80,0.86,2
DEL18DT,2015-11-21T00:00:00,0.85,0.80,0.80,0.75,0.70,0.70,0.77,1
DEL18DT,2015-11-22T00:00:00,0.75,0.75,0.70,0.60,0.65,0.60,0.68,1
DEL18DT,2015-11-23T00:00:00,0.70,0.65,0.65,0.70,0.65,0.65,0.67,<1
DEL18DT,2015-11-24T00:00:00,0.65,0.65,0.65,0.75,0.70,0.65,0.68,2
DEL18DT,2015-11-25T00:00:00,0.70,0.70,0.75,0.70,0.75,0.80,0.73,1
DEL18DT,2015-11-26T00:00:00,0.70,0.70,0.75,0.70,0.80,0.70,0.73,3
DEL18DT,2015-11-27T00:00:00,0.75,0.70,0.75,0.80,0.75,0.75,0.75,<1
DEL18DT,2015-11-28T00:00:00,0.80,0.75,0.75,0.65,0.70,0.60,0.71,1
DEL18DT,2015-11-29T00:00:00,0.65,0.65,0.65,0.90,0.65,0.70,0.70,<1
DEL18DT,2015-11-30T00:00:00,0.70,0.70,0.75,0.75,0.65,0.70,0.71,2
DEL18DT,2015-12-01T00:00:00,0.75,0.70,0.75,0.70,0.70,0.75,0.73,<1
DEL18DT,2015-12-02T00:00:00,0.70,0.75,0.70,0.60,0.60,0.65,0.67,<1
DEL18DT,2015-12-03T00:00:00,0.65,0.70,0.75,0.85,0.90,0.85,0.78,<1
DEL18DT,2015-12-04T00:00:00,0.85,0.90,0.85,0.75,0.75,0.80,0.82,<1
DEL18DT,2015-12-05T00:00:00,0.75,0.70,0.85,0.65,0.70,0.70,0.73,1
DEL18DT,2015-12-06T00:00:00,0.75,0.70,0.70,0.75,0.75,0.80,0.74,1
DEL18DT,2015-12-07T00:00:00,0.85,0.75,0.85,0.90,0.75,0.75,0.81,<1
DEL18DT,2015-12-08T00:00:00,0.65,0.65,0.70,0.65,0.70,0.65,0.67,<1
DEL18DT,2015-12-09T00:00:00,0.65,0.65,0.65,0.65,0.75,0.75,0.68,1
DEL18DT,2015-12-10T00:00:00,0.75,0.80,0.80,0.80,0.80,0.90,0.81,1
DEL18DT,2015-12-11T00:00:00,0.80,0.80,0.85,0.75,0.90,0.80,0.82,<1
DEL18DT,2015-12-12T00:00:00,0.85,0.80,0.85,0.65,0.65,0.70,0.75,<1
DEL18DT,2015-12-13T00:00:00,0.70,0.70,0.65,0.75,0.70,0.70,0.70,<1
DEL18DT,2015-12-14T00:00:00,0.75,0.70,0.75,0.90,0.80,0.90,0.80,<1
DEL18DT,2015-12-15T00:00:00,0.80,0.75,0.90,1.00,0.85,0.75,0.84,<1
DEL18DT,2015-12-16T00:00:00,0.85,0.80,0.70,0.70,0.70,0.65,0.73,3
DEL18DT,2015-12-17T00:00:00,0.65,0.65,0.75,0.80,0.75,0.70,0.72,1
DEL18DT,2015-12-18T00:00:00,0.70,0.75,0.80,0.85,0.80,0.90,0.80,4
DEL18DT,2015-12-19T00:00:00,0.85,0.85,0.95,0.65,0.65,0.65,0.77,<1
DEL18DT,2015-12-20T00:00:00,0.65,0.70,0.70,0.75,0.75,0.85,0.73,1
DEL18DT,2015-12-21T00:00:00,0.90,0.80,0.85,0.65,0.70,0.75,0.78,<1
DEL18DT,2015-12-22T00:00:00,0.75,0.75,0.80,0.85,0.90,0.95,0.83,2
DEL18DT,2015-12-23T00:00:00,0.95,0.95,0.85,0.70,0.70,0.65,0.80,2
DEL18DT,2015-12-24T00:00:00,0.65,0.75,0.75,0.65,0.75,0.80,0.73,1
DEL18DT,2015-12-25T00:00:00,0.80,0.75,0.70,0.85,0.85,0.85,0.80,1
DEL18DT,2015-12-26T00:00:00,0.80,0.80,0.80,0.70,0.70,0.75,0.76,<1
DEL18DT,2015-12-27T00:00:00,0.70,0.75,0.75,0.65,0.70,0.75,0.72,<1
DEL18DT,2015-12-28T00:00:00,0.70,0.70,0.80,0.75,0.75,0.75,0.74,<1
DEL18DT,2015-12-29T00:00:00,0.75,0.85,1.10,0.70,0.85,0.65,0.82,1
DEL18DT,2015-12-30T00:00:00,0.75,0.70,0.75,0.80,0.85,0.75,0.77,1
DEL18DT,2015-12-31T00:00:00,0.80,0.80,0.85,0.90,0.80,0.85,0.83,2
DEL18DT,2015-12-13T00:00:00,,0.70,0.65,0.75,0.70,0.70,0.70,<1
DEL18DT,2015-12-14T00:00:00,0.75,0.70,0.75,0.90,0.80,0.90,0.80,<1
DEL18DT,2015-12-15T00:00:00,0.80,0.75,0.90,1.00,0.85,0.75,0.84,<1
DEL18DT,2015-12-16T00:00:00,0.85,0.80,0.70,0.70,0.70,0.65,0.73,3
DEL18DT,2015-12-17T00:00:00,0.65,0.65,0.75,0.80,0.75,0.70,0.72,1
DEL18DT,2015-12-18T00:00:00,0.70,0.75,0.80,0.85,0.80,0.90,0.80,4
DEL18DT,2015-12-19T00:00:00,0.85,0.85,0.95,0.65,0.65,0.65,0.77,<1
DEL18DT,2015-12-20T00:00:00,0.65,0.70,0.70,0.75,0.75,0.85,0.73,1
DEL18DT,2015-12-21T00:00:00,0.90,0.80,0.85,0.65,0.70,0.75,0.78,<1
DEL18DT,2015-12-22T00:00:00,0.75,0.75,0.80,0.85,0.90,0.95,0.83,2
DEL18DT,2015-12-23T00:00:00,0.95,0.95,0.85,0.70,0.70,0.65,0.80,2
DEL18DT,2015-12-24T00:00:00,0.65,0.75,0.75,0.65,0.75,0.80,0.73,1
DEL18DT,2015-12-25T00:00:00,0.80,0.75,0.70,0.85,0.85,0.85,0.80,1
DEL18DT,2015-12-26T00:00:00,0.80,0.80,0.80,0.70,0.70,0.75,0.76,<1
DEL18DT,2015-12-27T00:00:00,0.70,0.75,0.75,0.65,0.70,0.75,0.72,<1
DEL18DT,2015-12-28T00:00:00,0.70,0.70,0.80,0.75,0.75,0.75,0.74,<1
DEL18DT,2015-12-29T00:00:00,0.75,0.85,1.10,0.70,0.85,0.65,0.82,1
DEL18DT,2015-12-30T00:00:00,0.75,0.70,0.75,0.80,0.85,0.75,0.77,1
DEL18DT,2015-12-31T00:00:00,0.80,0.80,0.85,0.90,0.80,0.85,0.83,2
DEL18DT,2016-01-01T00:00:00,0.90,0.90,0.85,0.80,0.75,0.85,0.84,<1
DEL18DT,2016-01-02T00:00:00,0.80,0.85,0.90,0.65,0.65,0.65,0.75,2
DEL18DT,2016-01-03T00:00:00,0.65,0.70,0.70,0.80,0.80,0.75,0.73,<1
DEL18DT,2016-01-04T00:00:00,0.85,0.80,0.85,0.75,0.95,0.80,0.83,<1
